seed,action,scenario,estimate
1234,0,e_miss,-0.016432168767743692
1234,0,both_miss,-0.027065686819597767
1234,1,correct,-0.021949133385660312
1234,1,m_miss,-0.02400437961559125
1234,1,e_miss,-0.026321884190269332
1234,1,both_miss,-0.024033645882112452
1234,2,correct,-0.016947261638341718
1234,2,m_miss,-0.01297713340148745
1234,2,e_miss,-0.016790791307368262
1234,2,both_miss,-0.017156180560878764
1235,0,correct,-0.019921375272685705
1235,0,m_miss,-0.02329451753494187
1235,0,e_miss,-0.020334332177327948
1235,0,both_miss,-0.027035472707857555
1235,1,correct,-0.027160240412418882
1235,1,m_miss,-0.041254591057177645
1235,1,e_miss,-0.030250083916473273
1235,1,both_miss,-0.04359299400801662
1235,2,correct,-0.02296392554893506
1235,2,m_miss,-0.023907475539268093
1235,2,e_miss,-0.02348322083198962
1235,2,both_miss,-0.02463628552054679
1236,0,correct,-0.025891018707603852
1236,0,m_miss,-0.026555537201043058
1236,0,e_miss,-0.02796464757914914
1236,0,both_miss,-0.030131159990681316
1236,1,correct,-0.023790200143969046
1236,1,m_miss,-0.029344047738061766
1236,1,e_miss,-0.02833019550885973
1236,1,both_miss,-0.03543991361297152
1236,2,correct,-0.01703705991006199
1236,2,m_miss,-0.013136508504722198
1236,2,e_miss,-0.02068723546107213
1236,2,both_miss,-0.02725884772744011
1237,0,correct,-0.005801220534092028
1237,0,m_miss,-0.008392922039129743
1237,0,e_miss,-0.003245860435121898
1237,0,both_miss,-0.006848209593672633
1237,1,correct,-0.0042267251231896865
1237,1,m_miss,-0.005266473243290695
1237,1,e_miss,-0.0046820961762045425
1237,1,both_miss,-0.00651719178839893
1237,2,correct,-0.0002462036728633914
1237,2,m_miss,-0.0036133297079011077
1237,2,e_miss,-0.0024295913580451283
1237,2,both_miss,-0.005312848372973796
1238,0,correct,-0.02301489881332565
1238,0,m_miss,-0.02652416455763122
1238,0,e_miss,-0.026172883777312427
1238,0,both_miss,-0.02753173171578755
1238,1,correct,-0.017867059249649573
1238,1,m_miss,-0.02071336852652966
1238,1,e_miss,-0.01955674463235729
1238,1,both_miss,-0.026878388694239662
1238,2,correct,-0.015514869470153736
1238,2,m_miss,-0.014683305311682344
1238,2,e_miss,-0.013556882867524956
1238,2,both_miss,-0.014604672827308153
1239,0,correct,-0.024952849001605885
1239,0,m_miss,-0.03999557671180933
1239,0,e_miss,-0.03909511808054823
1239,0,both_miss,-0.03762161342721278
1239,1,correct,-0.028264248932771033
1239,1,m_miss,-0.02964694451711992
1239,1,e_miss,-0.03304443924198522
1239,1,both_miss,-0.040173366867272235
1239,2,correct,-0.021823289555790003
1239,2,m_miss,-0.028876823053276626
1239,2,e_miss,-0.0307808508203928
1239,2,both_miss,-0.025531204335744507
1240,0,correct,0.0028493980703016
1240,0,m_miss,-0.0025828257966016
1240,0,e_miss,-0.011065390681277966
1240,0,both_miss,-0.015652981901622037
1240,1,correct,-0.009628631740220142
1240,1,m_miss,-0.014241966272986482
1240,1,e_miss,-0.019193323219784002
1240,1,both_miss,-0.02262244711431098
1240,2,correct,-0.005221525537061635
1240,2,m_miss,-0.01535418247063202
1240,2,e_miss,-0.0030876259032455804
1240,2,both_miss,-0.014004126036236488
1241,0,correct,-0.01412414031425184
1241,0,m_miss,-0.017694972090171773
1241,0,e_miss,-0.015335388937106963
1241,0,both_miss,-0.01956361874556756
1241,1,correct,-0.022706422903277828
1241,1,m_miss,-0.02644931033959867
1241,1,e_miss,-0.02308067661190864
1241,1,both_miss,-0.026816132875333337
1241,2,correct,-0.011349707002411709
1241,2,m_miss,-0.005935667353805038
1241,2,e_miss,-0.023665663081093902
1241,2,both_miss,-0.014088994300046244
1242,0,correct,-0.012954236034369862
1242,0,m_miss,-0.01667564050306958
1242,0,e_miss,-0.010883203507606135
1242,0,both_miss,-0.018966937977638848
1242,1,correct,-0.01596336068558899
1242,1,m_miss,-0.017573995865018233
1242,1,e_miss,-0.02177072120791102
1242,1,both_miss,-0.020828702652456843
1242,2,correct,-0.014644203962550017
1242,2,m_miss,-0.018203679512711655
1242,2,e_miss,-0.019749339137837406
1242,2,both_miss,-0.022335269401517675
1243,0,correct,-0.01896090539690476
1243,0,m_miss,-0.0215336610343654
1243,0,e_miss,-0.020247737507249137
1243,0,both_miss,-0.01963618702022994
1243,1,correct,-0.013923600279854063
1243,1,m_miss,-0.016597613361044875
1243,1,e_miss,-0.015111862041638358
1243,1,both_miss,-0.017370358582950177
1243,2,correct,-0.0132316695139395
1243,2,m_miss,-0.016319069261980085
1243,2,e_miss,-0.01591961625350945
1243,2,both_miss,-0.02172292324881387
1244,0,correct,-0.03231692695938383
1244,0,m_miss,-0.038137929736100265
1244,0,e_miss,-0.03929314035743622
1244,0,both_miss,-0.043075892067466516
1244,1,correct,-0.030584769664395845
1244,1,m_miss,-0.03215411309858404
1244,1,e_miss,-0.031573083999348356
1244,1,both_miss,-0.03258978442554023
1244,2,correct,-0.029949589497383085
1244,2,m_miss,-0.03646130389385764
1244,2,e_miss,-0.037995505047889136
1244,2,both_miss,-0.03966986320168576
1245,0,correct,-0.02039299454681418
1245,0,m_miss,-0.01625120137733497
1245,0,e_miss,-0.01939032030945595
1245,0,both_miss,-0.019386798588070266
1245,1,correct,-0.020359980698512553
1245,1,m_miss,-0.01999265238825642
1245,1,e_miss,-0.021097841381692198
1245,1,both_miss,-0.021191984968479433
1245,2,correct,-0.016714350599005445
1245,2,m_miss,-0.027691932923889186
1245,2,e_miss,-0.029969294859881666
1245,2,both_miss,-0.03080936316009318
1246,0,correct,-0.010727578135088916
1246,0,m_miss,-0.018213384218917848
1246,0,e_miss,-0.011461606117135514
1246,0,both_miss,-0.020907882374160656
1246,1,correct,-0.007975465302986488
1246,1,m_miss,-0.008957330089311672
1246,1,e_miss,-0.00987230132959394
1246,1,both_miss,-0.010333938817973107
1246,2,correct,-0.009513656310049618
1246,2,m_miss,-0.012125306742579117
1246,2,e_miss,-0.008779359313975048
1246,2,both_miss,-0.0201646216704134
1247,0,correct,-0.009292186861943295
1247,0,m_miss,-0.021817643682667462
1247,0,e_miss,-0.01354364237988355
1247,0,both_miss,-0.023762040663591954
1247,1,correct,-0.019627171948670488
1247,1,m_miss,-0.023587929495331037
1247,1,e_miss,-0.02118930042985361
1247,1,both_miss,-0.023364309014368898
1247,2,correct,-0.015280680847218103
1247,2,m_miss,-0.016905596270439832
1247,2,e_miss,-0.02041465718458986
1247,2,both_miss,-0.01951039235828315
1248,0,correct,-0.005529959535540944
1248,0,m_miss,-0.022802327683425425
1248,0,e_miss,-0.020820679484772505
1248,0,both_miss,-0.026252168140813045
1248,1,correct,-0.024914187860839588
1248,1,m_miss,-0.023088281743400576
1248,1,e_miss,-0.02702508742670874
1248,1,both_miss,-0.025485541118489132
1248,2,correct,-0.025131154009664543
1248,2,m_miss,-0.030503095686372165
1248,2,e_miss,-0.028036002181514346
1248,2,both_miss,-0.029365722003583727
1249,0,correct,-0.013049136650134196
1249,0,m_miss,-0.014255206268072999
1249,0,e_miss,-0.016083513798769947
1249,0,both_miss,-0.014856784100041716
1249,1,correct,-0.019235815408722594
1249,1,m_miss,-0.0215582774564457
1249,1,e_miss,-0.020910725327463683
1249,1,both_miss,-0.027274312713479004
1249,2,correct,-0.015148155796805143
1249,2,m_miss,-0.019365747834119023
1249,2,e_miss,-0.02135083154130191
1249,2,both_miss,-0.017885072851319593
1250,0,correct,-0.008799372254607125
1250,0,m_miss,-0.015275830862221278
1250,0,e_miss,-0.016592561714365812
1250,0,both_miss,-0.019968792933661234
1250,1,correct,-0.013399540618371186
1250,1,m_miss,-0.01997683540839222
1250,1,e_miss,-0.0187454841925749
1250,1,both_miss,-0.020208742544481014
1250,2,correct,-0.013211096932069013
1250,2,m_miss,-0.027747562513378028
1250,2,e_miss,-0.027906049381134237
1250,2,both_miss,-0.030111758341617695
1251,0,correct,-0.0009473878721318233
1251,0,m_miss,-0.008557376260414805
1251,0,e_miss,-0.006109840100198565
1251,0,both_miss,-0.015073587474876509
1251,1,correct,-0.011425125868964903
1251,1,m_miss,-0.01392128234059933
1251,1,e_miss,-0.01693131347030215
1251,1,both_miss,-0.017876658662975803
1251,2,correct,-0.005564125507209996
1251,2,m_miss,-0.012225572784364976
1251,2,e_miss,-0.007470002148706969
1251,2,both_miss,-0.01609395414653857
1252,0,correct,-0.005345740402743844
1252,0,m_miss,-0.010082325685857667
1252,0,e_miss,-0.010575660193753889
1252,0,both_miss,-0.008742305115265504
1252,1,correct,-0.003405139646772514
1252,1,m_miss,-0.010837448035772856
1252,1,e_miss,-0.01071080119665487
1252,1,both_miss,-0.010182846935725269
1252,2,correct,-0.00915293330410959
1252,2,m_miss,-0.011472789767918483
1252,2,e_miss,-0.012664975501667002
1252,2,both_miss,-0.016345922354774542
1253,0,correct,-0.016718668680131988
1253,0,m_miss,-0.02120691410397057
1253,0,e_miss,-0.025110697904066184
1253,0,both_miss,-0.02254080119578914
1253,1,correct,-0.013809574631568736
1253,1,m_miss,-0.016671420599660824
1253,1,e_miss,-0.017651295603890976
1253,1,both_miss,-0.019754341708179787
1253,2,correct,-0.011690348924554004
1253,2,m_miss,-0.014307041141570116
1253,2,e_miss,-0.01812962233712559
1253,2,both_miss,-0.01773637415063137
1254,0,correct,-0.010474087154174182
1254,0,m_miss,-0.016934311443906093
1254,0,e_miss,-0.010827457398950803
1254,0,both_miss,-0.012899679311026866
1254,1,correct,-0.009959320281436293
1254,1,m_miss,-0.008123758036994038
1254,1,e_miss,-0.009526205621993716
1254,1,both_miss,-0.01126901058105036
1254,2,correct,-0.014766965952189298
1254,2,m_miss,-0.014947555660261912
1254,2,e_miss,-0.01544135288724745
1254,2,both_miss,-0.015297572070336437
1255,0,correct,0.0010193123297817248
1255,0,m_miss,-0.009513830572072618
1255,0,e_miss,-0.01863420421479777
1255,0,both_miss,-0.010630739318565232
1255,1,correct,-0.005158139431378812
1255,1,m_miss,-0.007780083899380861
1255,1,e_miss,-0.006776966125424096
1255,1,both_miss,-0.015344925460312422
1255,2,correct,-0.008202779094670891
1255,2,m_miss,-0.01664567575144052
1255,2,e_miss,-0.016188175433118564
1255,2,both_miss,-0.024682849296681703
1256,0,correct,-0.007634024983084907
1256,0,m_miss,-0.013528624817424667
1256,0,e_miss,-0.008822440808557642
1256,0,both_miss,-0.01612013168528018
1256,1,correct,-0.010879269973547403
1256,1,m_miss,-0.007698237979296735
1256,1,e_miss,-0.017166385624676265
1256,1,both_miss,-0.011265356908255402
1256,2,correct,-0.00735978068346999
1256,2,m_miss,0.0009549095676537801
1256,2,e_miss,-0.00936223214262552
1256,2,both_miss,-0.004651249842724812
1257,0,correct,-0.011124581569408307
1257,0,m_miss,-0.018240416604417525
1257,0,e_miss,-0.014274673772566832
1257,0,both_miss,-0.0263568017377383
1257,1,correct,-0.017437627893941893
1257,1,m_miss,-0.0185495645063301
1257,1,e_miss,-0.023500708409968082
1257,1,both_miss,-0.02572636337173863
1257,2,correct,-0.01585171577776488
1257,2,m_miss,-0.016359860961291706
1257,2,e_miss,-0.014093101584489733
1257,2,both_miss,-0.01576313498562199
1258,0,correct,-0.0180935614058081
1258,0,m_miss,-0.024092169990591553
1258,0,e_miss,-0.022255084116033847
1258,0,both_miss,-0.02743834933091395
1258,1,correct,-0.016082790838096255
1258,1,m_miss,-0.01452980714734946
1258,1,e_miss,-0.01483763552660594
1258,1,both_miss,-0.020905022928988614
1258,2,correct,-0.01499396185873545
1258,2,m_miss,-0.020072137919196275
1258,2,e_miss,-0.023607030143206822
1258,2,both_miss,-0.031677745290357315
1259,0,correct,-0.022285753201964808
1259,0,m_miss,-0.023257554009067614
1259,0,e_miss,-0.02514903690167803
1259,0,both_miss,-0.03151973523328347
1259,1,correct,-0.028251621206985596
1259,1,m_miss,-0.02958339646366087
1259,1,e_miss,-0.027636091996849722
1259,1,both_miss,-0.02605422181990591
1259,2,correct,-0.01925969920002415
1259,2,m_miss,-0.02249772294718311
1259,2,e_miss,-0.023361056962753625
1259,2,both_miss,-0.0334049285394133
1260,0,correct,-0.019210967125084535
1260,0,m_miss,-0.017736995291653783
1260,0,e_miss,-0.016293420421399613
1260,0,both_miss,-0.019179238166335814
1260,1,correct,-0.012630674848380465
1260,1,m_miss,-0.012935007198868814
1260,1,e_miss,-0.01534733879596679
1260,1,both_miss,-0.023386095017596677
1260,2,correct,-0.012669104761018278
1260,2,m_miss,-0.016159275533338357
1260,2,e_miss,-0.015459930941414993
1260,2,both_miss,-0.02858635951355887
1261,0,correct,-0.011366517157066361
1261,0,m_miss,-0.01314196463904199
1261,0,e_miss,-0.023798220485084825
1261,0,both_miss,-0.02164587450920976
1261,1,correct,-0.017901159981870404
1261,1,m_miss,-0.022285778932595913
1261,1,e_miss,-0.01945547224825291
1261,1,both_miss,-0.025538131183372625
1261,2,correct,-0.014916302693109054
1261,2,m_miss,-0.01842396771677531
1261,2,e_miss,-0.02245430475500988
1261,2,both_miss,-0.021850996220847553
1262,0,correct,-0.024436898067008227
1262,0,m_miss,-0.03162344415785089
1262,0,e_miss,-0.025901931098422024
1262,0,both_miss,-0.034630202295667954
1262,1,correct,-0.015482264797152215
1262,1,m_miss,-0.015733523384903664
1262,1,e_miss,-0.015398505879368807
1262,1,both_miss,-0.015205751174211454
1262,2,correct,-0.02219635748604582
1262,2,m_miss,-0.023785876718896284
1262,2,e_miss,-0.02171776124563171
1262,2,both_miss,-0.024823054269272345
1263,0,correct,-0.01672366874537521
1263,0,m_miss,-0.019431053019385486
1263,0,e_miss,-0.019272003691332865
1263,0,both_miss,-0.02561209392784405
1263,1,correct,-0.01629593613919831
1263,1,m_miss,-0.027432876849984304
1263,1,e_miss,-0.017986944876459795
1263,1,both_miss,-0.033094038724970985
1263,2,correct,-0.01672503119251642
1263,2,m_miss,-0.016683227752260096
1263,2,e_miss,-0.017219286623199558
1263,2,both_miss,-0.02292796162612814
1264,0,correct,-0.03313752923046987
1264,0,m_miss,-0.03813360337782957
1264,0,e_miss,-0.03399399434984788
1264,0,both_miss,-0.03657878861812624
1264,1,correct,-0.030378174652731904
1264,1,m_miss,-0.030698188033800086
1264,1,e_miss,-0.02990644789683085
1264,1,both_miss,-0.0273100961427132
1264,2,correct,-0.031141616024452277
1264,2,m_miss,-0.031172702578234582
1264,2,e_miss,-0.03566428656690037
1264,2,both_miss,-0.03366248756941884
1265,0,correct,-0.00167732134921053
1265,0,m_miss,-0.0017465031077187937
1265,0,e_miss,0.0007108675828475217
1265,0,both_miss,-0.000898614111378346
1265,1,correct,-0.010725907258649171
1265,1,m_miss,-0.01216721358539125
1265,1,e_miss,-0.012941361150223747
1265,1,both_miss,-0.018665427733991394
1265,2,correct,-0.007643026761312818
1265,2,m_miss,-0.009669179591072241
1265,2,e_miss,-0.01607521379121877
1265,2,both_miss,-0.021958799955794833
1266,0,correct,-0.004051414555839172
1266,0,m_miss,-0.017380750226137914
1266,0,e_miss,-0.012782357322047452
1266,0,both_miss,-0.020914458142699828
1266,1,correct,-0.011244890320689456
1266,1,m_miss,-0.014299910122289893
1266,1,e_miss,-0.013853879650265645
1266,1,both_miss,-0.014947874589435065
1266,2,correct,-0.02011074833118513
1266,2,m_miss,-0.02209869742407812
1266,2,e_miss,-0.02505668644662243
1266,2,both_miss,-0.025222038264104425
1267,0,correct,-0.021719558296090742
1267,0,m_miss,-0.03367029826442588
1267,0,e_miss,-0.04790285472736453
1267,0,both_miss,-0.04071539450796236
1267,1,correct,-0.0208449669697262
1267,1,m_miss,-0.018248765287232033
1267,1,e_miss,-0.021568735142305905
1267,1,both_miss,-0.030080762178656295
1267,2,correct,-0.020168091161281137
1267,2,m_miss,-0.021517490674942682
1267,2,e_miss,-0.023437501651131575
1267,2,both_miss,-0.025858347066068887
1268,0,correct,-0.017778788639770525
1268,0,m_miss,-0.033932336246994384
1268,0,e_miss,-0.02427839981309106
1268,0,both_miss,-0.036123320914014254
1268,1,correct,-0.019829897031254224
1268,1,m_miss,-0.008723351646891687
1268,1,e_miss,-0.02413020850677985
1268,1,both_miss,-0.016855863828372387
1268,2,correct,-0.016255500184790012
1268,2,m_miss,-0.015105705641208271
1268,2,e_miss,-0.015456460964738971
1268,2,both_miss,-0.01580869485989019
1269,0,correct,-0.013831896190351847
1269,0,m_miss,-0.017403354142687854
1269,0,e_miss,-0.018246254856261787
1269,0,both_miss,-0.02107868902241931
1269,1,correct,-0.018734442005987513
1269,1,m_miss,-0.019175947384912507
1269,1,e_miss,-0.021446081617424256
1269,1,both_miss,-0.020024572335932096
1269,2,correct,-0.00591873521313777
1269,2,m_miss,-0.008850361697676805
1269,2,e_miss,-0.009173600699187125
1269,2,both_miss,-0.009773001813973291
1270,0,correct,-0.01373758123941219
1270,0,m_miss,-0.017276128156669266
1270,0,e_miss,-0.012191518941284351
1270,0,both_miss,-0.01904299320253045
1270,1,correct,-0.019186649610223875
1270,1,m_miss,-0.026237660676338793
1270,1,e_miss,-0.020928038889024083
1270,1,both_miss,-0.025994711673704336
1270,2,correct,-0.004807433553842255
1270,2,m_miss,-0.01675055756601188
1270,2,e_miss,-0.016378950472018157
1270,2,both_miss,-0.017053870610455032
1271,0,correct,-0.010778617691909695
1271,0,m_miss,-0.01843158824981701
1271,0,e_miss,-0.01971832743315183
1271,0,both_miss,-0.01906633672885358
1271,1,correct,-0.015689856047585205
1271,1,m_miss,-0.0160506060624885
1271,1,e_miss,-0.014122705458528787
1271,1,both_miss,-0.016766905719425153
1271,2,correct,-0.012062351392613526
1271,2,m_miss,-0.0027111465858251117
1271,2,e_miss,-0.009246121804115716
1271,2,both_miss,-0.00866292386347693
1272,0,correct,-0.01320545647350215
1272,0,m_miss,-0.026560469511668926
1272,0,e_miss,-0.029608329767431787
1272,0,both_miss,-0.025467668129916316
1272,1,correct,-0.01977794688208702
1272,1,m_miss,-0.02842462397177922
1272,1,e_miss,-0.026111734907219193
1272,1,both_miss,-0.019546980368347296
1272,2,correct,-0.013854817874001139
1272,2,m_miss,-0.017494758942567877
1272,2,e_miss,-0.02354091555316089
1272,2,both_miss,-0.01903813181757775
1273,0,correct,-0.020713312573950142
1273,0,m_miss,-0.026643653369555032
1273,0,e_miss,-0.026895278461532366
1273,0,both_miss,-0.03073052775346195
1273,1,correct,-0.019162764107278612
1273,1,m_miss,-0.0164086200260611
1273,1,e_miss,-0.016606743302327035
1273,1,both_miss,-0.01380347614915165
1273,2,correct,-0.015167542944793368
1273,2,m_miss,-0.012172286582636504
1273,2,e_miss,-0.011818830500298805
1273,2,both_miss,-0.012966053264151282
1274,0,correct,-0.006183429533106778
1274,0,m_miss,-0.007887482682759215
1274,0,e_miss,-0.007254219615804093
1274,0,both_miss,-0.00917387757613102
1274,1,correct,-0.0055764590941451446
1274,1,m_miss,-0.008084697572246623
1274,1,e_miss,-0.008087440893990825
1274,1,both_miss,-0.009250014840876845
1274,2,correct,-0.010189447616929604
1274,2,m_miss,-0.009754269716605196
1274,2,e_miss,-0.01138889267389707
1274,2,both_miss,-0.013813945070961281
1275,0,correct,-0.010036079287770077
1275,0,m_miss,-0.010743931934826105
1275,0,e_miss,-0.009646617443122002
1275,0,both_miss,-0.014456809245408667
1275,1,correct,-0.0011996875859446928
1275,1,m_miss,-0.004107592871456205
1275,1,e_miss,-0.0037683266419080924
1275,1,both_miss,-0.008776028399700415
1275,2,correct,-0.0012293387107407375
1275,2,m_miss,-0.013716676502408265
1275,2,e_miss,-0.014367569249851102
1275,2,both_miss,-0.014347514299163587
1276,0,correct,0.0033002762140372935
1276,0,m_miss,-0.008714520384139982
1276,0,e_miss,0.00029299057191478075
1276,0,both_miss,-0.00741020488015011
1276,1,correct,0.0011337430113929942
1276,1,m_miss,-0.008208877856107553
1276,1,e_miss,-0.0032926294823672243
1276,1,both_miss,-0.007137594394423329
1276,2,correct,-0.00434712051930953
1276,2,m_miss,-0.013979268716705257
1276,2,e_miss,-0.010945133625633926
1276,2,both_miss,-0.012987961042848972
1277,0,correct,-0.02639706939406977
1277,0,m_miss,-0.031275611770012805
1277,0,e_miss,-0.03273380736521087
1277,0,both_miss,-0.0331218498013697
1277,1,correct,-0.03378893346122108
1277,1,m_miss,-0.03497033117761716
1277,1,e_miss,-0.03956339084404372
1277,1,both_miss,-0.03845695656949277
1277,2,correct,-0.03609671441647016
1277,2,m_miss,-0.03884989957756533
1277,2,e_miss,-0.04080222167431791
1277,2,both_miss,-0.045385984811559955
1278,0,correct,-0.021323073479432155
1278,0,m_miss,-0.02306455079943565
1278,0,e_miss,-0.02195380451159169
1278,0,both_miss,-0.025369253297326512
1278,1,correct,-0.02482301566760496
1278,1,m_miss,-0.025797286884220637
1278,1,e_miss,-0.02395847134560317
1278,1,both_miss,-0.031102427036933444
1278,2,correct,-0.02784042407836027
1278,2,m_miss,-0.02848889705338836
1278,2,e_miss,-0.029002949931010342
1278,2,both_miss,-0.024251878405060583
1279,0,correct,-0.029940900274333285
1279,0,m_miss,-0.03567468010184911
1279,0,e_miss,-0.035507250457920345
1279,0,both_miss,-0.03634459240385423
1279,1,correct,-0.03889275313090344
1279,1,m_miss,-0.03591516537291804
1279,1,e_miss,-0.03946624281501582
1279,1,both_miss,-0.03956341146836263
1279,2,correct,-0.035612076566371734
1279,2,m_miss,-0.03696703906722957
1279,2,e_miss,-0.03179271536163433
1279,2,both_miss,-0.03604076259154677
1280,0,correct,-0.03161864162245817
1280,0,m_miss,-0.036942908169335945
1280,0,e_miss,-0.038065899985908654
1280,0,both_miss,-0.035000137856267904
1280,1,correct,-0.021673314435542886
1280,1,m_miss,-0.03265389670502344
1280,1,e_miss,-0.021764458681741747
1280,1,both_miss,-0.03510843977195505
1280,2,correct,-0.024268397387332816
1280,2,m_miss,-0.030240865499094452
1280,2,e_miss,-0.031304185768229166
1280,2,both_miss,-0.02701417380822302
1281,0,correct,-0.027903009688278774
1281,0,m_miss,-0.029978708189463577
1281,0,e_miss,-0.029097156735626458
1281,0,both_miss,-0.039582368543879615
1281,1,correct,-0.03137093549925161
1281,1,m_miss,-0.033987965050667424
1281,1,e_miss,-0.03509822379875801
1281,1,both_miss,-0.03187368338889392
1281,2,correct,-0.024857997894104478
1281,2,m_miss,-0.02769878782674315
1281,2,e_miss,-0.02494495779065295
1281,2,both_miss,-0.03281887748761181
1282,0,correct,-0.017006416619082847
1282,0,m_miss,-0.016205643438497706
1282,0,e_miss,-0.02318489220162118
1282,0,both_miss,-0.02114921414812406
1282,1,correct,-0.028056725339948393
1282,1,m_miss,-0.0279024788159974
1282,1,e_miss,-0.028992721577941773
1282,1,both_miss,-0.030175220724331125
1282,2,correct,-0.01703293476027498
1282,2,m_miss,-0.02259884107339681
1282,2,e_miss,-0.017479907750948466
1282,2,both_miss,-0.02594750061124094
1283,0,correct,-0.00839155681499206
1283,0,m_miss,-0.020677938824623623
1283,0,e_miss,-0.015814263945321275
1283,0,both_miss,-0.020002023136939155
1283,1,correct,-0.018154797400772082
1283,1,m_miss,-0.013073015641253516
1283,1,e_miss,-0.01729226875969966
1283,1,both_miss,-0.016211750320965744
1283,2,correct,-0.0037900547470745274
1283,2,m_miss,-0.017667214638847913
1283,2,e_miss,-0.021212183804135608
1283,2,both_miss,-0.02163455708066748
1284,0,correct,-0.010623512849840843
1284,0,m_miss,-0.01636063285721709
1284,0,e_miss,-0.01254676574152185
1284,0,both_miss,-0.019369358566910168
1284,1,correct,-0.007119419010386378
1284,1,m_miss,-0.01609878432337527
1284,1,e_miss,-0.011490931050651106
1284,1,both_miss,-0.016294140849607557
1284,2,correct,-0.010654323868797935
1284,2,m_miss,-0.018334292499668628
1284,2,e_miss,-0.01209632328636106
1284,2,both_miss,-0.015109653408394319
1285,0,correct,0.00512343061877298
1285,0,m_miss,0.0056919908398035245
1285,0,e_miss,0.0015197658923983741
1285,0,both_miss,-0.01755752793895104
1285,1,correct,-0.004128147803830877
1285,1,m_miss,-0.008546049534634156
1285,1,e_miss,-0.004840446345951952
1285,1,both_miss,-0.007502393692714032
1285,2,correct,-0.0054675083084044914
1285,2,m_miss,-0.00574127369421995
1285,2,e_miss,-0.005342205620064524
1285,2,both_miss,-0.012891148404976844
1286,0,correct,-0.0037583603957544
1286,0,m_miss,-0.006727587247961113
1286,0,e_miss,-0.0022640972379264425
1286,0,both_miss,-0.011402164940257774
1286,1,correct,-0.013821005071084556
1286,1,m_miss,-0.017651112834249912
1286,1,e_miss,-0.017336419725381847
1286,1,both_miss,-0.015463627068084714
1286,2,correct,-0.018513750311729454
1286,2,m_miss,-0.03522872091354542
1286,2,e_miss,-0.01565350882600276
1286,2,both_miss,-0.027495446314504936
1287,0,correct,-0.008997722494889506
1287,0,m_miss,-0.014095533642539059
1287,0,e_miss,-0.019152854578516763
1287,0,both_miss,-0.013379225272114445
1287,1,correct,-0.005125481300467777
1287,1,m_miss,-0.011875503191828065
1287,1,e_miss,-0.004974577745354231
1287,1,both_miss,-0.00857315870874027
1287,2,correct,-0.015309642322784074
1287,2,m_miss,-0.01454899485534439
1287,2,e_miss,-0.014174899926864047
1287,2,both_miss,-0.01240794663702521
1288,0,correct,-0.015532278138076177
1288,0,m_miss,-0.017292396120064644
1288,0,e_miss,-0.017565938987821435
1288,0,both_miss,-0.02019294649573546
1288,1,correct,-0.002845501759626344
1288,1,m_miss,-0.010650468699038209
1288,1,e_miss,-0.013859478312800377
1288,1,both_miss,-0.0168496397918689
1288,2,correct,-0.01512783622484898
1288,2,m_miss,-0.016640665769714753
1288,2,e_miss,-0.024028162549645814
1288,2,both_miss,-0.02280856961847295
1289,0,correct,-0.014989676792442083
1289,0,m_miss,-0.010278650153802579
1289,0,e_miss,-0.014513589736005571
1289,0,both_miss,-0.009226379535254965
1289,1,correct,-0.014919029849272122
1289,1,m_miss,-0.016905205234316344
1289,1,e_miss,-0.016249111416486526
1289,1,both_miss,-0.019228661581528306
1289,2,correct,-0.012537871227588643
1289,2,m_miss,-0.014220116748029034
1289,2,e_miss,-0.01686257913617377
1289,2,both_miss,-0.015978995495674834
1290,0,correct,-0.01752881748991896
1290,0,m_miss,-0.022829965382830636
1290,0,e_miss,-0.01503367436146322
1290,0,both_miss,-0.024557237726248828
1290,1,correct,-0.01901291944150615
1290,1,m_miss,-0.022304712909447594
1290,1,e_miss,-0.021463636092983508
1290,1,both_miss,-0.026290982636945837
1290,2,correct,-0.017492657678132746
1290,2,m_miss,-0.0211126867141269
1290,2,e_miss,-0.01912669431779398
1290,2,both_miss,-0.01977176895409462
1291,0,correct,-0.022099852849532215
1291,0,m_miss,-0.02673707316198599
1291,0,e_miss,-0.023474006433266165
1291,0,both_miss,-0.019827313683718765
1291,1,correct,-0.024651804361088995
1291,1,m_miss,-0.02477448246286325
1291,1,e_miss,-0.029798317959743123
1291,1,both_miss,-0.02644320271651974
1291,2,correct,-0.02585326876590932
1291,2,m_miss,-0.028355922646181766
1291,2,e_miss,-0.02536613502559339
1291,2,both_miss,-0.02832293463339359
1292,0,correct,-0.01842788228680992
1292,0,m_miss,-0.024320933658869472
1292,0,e_miss,-0.02551185137806025
1292,0,both_miss,-0.02535633668749943
1292,1,correct,-0.015528457962484216
1292,1,m_miss,-0.017734385049348263
1292,1,e_miss,-0.017874992380689115
1292,1,both_miss,-0.018522503606754597
1292,2,correct,-0.0127054656271035
1292,2,m_miss,-0.017742996973944068
1292,2,e_miss,-0.013150289946339433
1292,2,both_miss,-0.0172023113340056
1293,0,correct,-0.017175325378288853
1293,0,m_miss,-0.021610408599778953
1293,0,e_miss,-0.018183523024324338
1293,0,both_miss,-0.024450360091887724
1293,1,correct,-0.01352298286876474
1293,1,m_miss,-0.012089831721190237
1293,1,e_miss,-0.01823400739102393
1293,1,both_miss,-0.015139123721780005
1293,2,correct,-0.016891397355134216
1293,2,m_miss,-0.016860988895948236
